"year","ISO","ISO_No","Country_N","Adm_N","GID_1","HASC","PWC_Lat","PWC_Lon","Pop","Density","Area","PWD_A","PWD_G","PWD_M","PWD_D1","PWD_D2","PWD_D3","PWD_D4","PWD_D5","PWD_D6","PWD_D7","PWD_D8","PWD_D9","PWD_D10"
"2020","BTN","64","Bhutan","Lhuentse","BTN.6_1","BT.LH","27.6158180236816","91.1598663330078","16518","5.7","2899.2","18.1","11.7","13.5","2.9","5.3","7.9","10.0","13.5","18.4","23.1","29.2","38.7","90.1"
"2020","BTN","64","Bhutan","Monggar","BTN.7_1","BT.MO","27.2553596496582","91.2620468139648","45508","23.4","1945.7","63.7","39.1","40.4","9.2","14.6","21.6","29.8","40.4","53.2","71.8","110.3","157.1","370.0"
"2020","BTN","64","Bhutan","Paro","BTN.8_1","BT.PR","27.3972854614258","89.4191131591797","41697","32.6","1278.8","190.5","100.4","132.2","17.4","31.1","49.9","87.7","132.2","178.6","259.8","366.8","507.7","612.7"
"2020","BTN","64","Bhutan","Pemagatshel","BTN.9_1","BT.PM","26.9938869476318","91.347053527832","25019","24.3","1030.9","47.7","34.3","34.9","10.7","16.4","22.0","28.3","34.9","41.7","53.3","73.7","110.6","180.4"
"2020","BTN","64","Bhutan","Punakha","BTN.10_1","BT.PN","27.5669937133789","89.8440170288086","23289","21.0","1110.6","148.4","67.4","69.7","10.0","20.8","30.7","44.2","69.7","103.6","185.1","310.6","460.0","535.6"
"2020","BTN","64","Bhutan","Samdrupjongkhar","BTN.11_1","BT.SJ","26.9211730957031","91.6574020385742","41606","22.2","1873.8","62.5","36.7","34.2","9.7","14.7","19.9","26.0","34.2","45.8","62.9","100.2","169.8","307.4"
"2020","BTN","64","Bhutan","Samtse","BTN.12_1","BT.SM","26.9838905334473","89.0466156005859","69790","53.6","1303.2","119.1","85.5","97.0","26.8","43.3","59.6","76.5","97.0","117.1","138.6","169.2","267.3","554.9"
"2020","BTN","64","Bhutan","Sarpang","BTN.13_1","BT.GE","26.9201564788818","90.4327392578125","47580","28.4","1675.8","199.9","85.4","85.3","10.1","19.0","41.5","58.4","85.3","132.5","304.3","512.6","563.9","618.0"
"2020","BTN","64","Bhutan","Thimphu","BTN.14_1","BT.TM","27.4284973144531","89.6608352661133","119806","65.1","1841.4","954.8","573.6","948.0","63.0","303.3","595.1","737.9","948.0","1182.6","1383.2","1568.3","1800.4","1996.6"
"2020","BTN","64","Bhutan","Trashigang","BTN.15_1","BT.TA","27.2677974700928","91.6105880737305","58957","26.8","2197.9","78.7","52.4","58.3","11.9","26.5","38.1","48.6","58.3","71.4","97.3","126.7","177.5","318.7"
"2020","BTN","64","Bhutan","Trongsa","BTN.16_1","BT.TO","27.4328651428223","90.5087509155273","16515","9.1","1816.5","22.8","14.8","14.8","4.0","6.0","7.8","10.7","14.8","20.6","28.7","43.4","55.7","76.6"
"2020","BTN","64","Bhutan","Tsirang","BTN.17_1","BT.CR","27.0113258361816","90.1270980834961","22326","35.0","638.4","116.5","77.7","113.9","13.8","32.8","55.0","87.8","113.9","131.5","150.3","181.2","235.6","331.6"
"2020","BTN","64","Bhutan","Wangduephodrang","BTN.18_1","BT.WP","27.4618759155273","89.9851455688477","45918","11.4","4035.5","151.9","51.9","44.3","6.6","12.6","21.0","29.0","44.3","89.2","162.0","337.0","501.6","639.7"
"2020","BTN","64","Bhutan","Yangtse","BTN.19_1","BT.TY","27.5116558074951","91.5446395874023","19250","12.4","1558.4","50.4","31.2","37.7","6.1","14.5","22.1","30.4","37.7","48.1","61.4","87.7","113.0","207.1"
"2020","BTN","64","Bhutan","Zhemgang","BTN.20_1","BT.SG","27.0653038024902","90.8380966186523","22105","9.1","2424.6","18.1","12.7","12.6","4.1","6.1","8.8","10.6","12.6","15.4","18.7","24.8","34.8","113.8"
"2020","BOL","68","Bolivia","Chuquisaca","BOL.1_1","BO.CQ","-19.4153366088867","-64.9426116943359","617529","12.1","51012.1","438.7","62.6","44.1","5.0","8.3","12.9","20.7","44.1","82.6","221.1","810.5","1872.2","2713.9"
"2020","BOL","68","Bolivia","Cochabamba","BOL.2_1","BO.CB","-17.3922214508057","-66.0009918212891","2021638","37.2","54341.3","1741.9","494.9","1216.2","14.5","50.6","191.7","464.3","1216.2","1905.5","2389.8","4009.6","4648.1","5297.7"
"2020","BOL","68","Bolivia","El Beni","BOL.3_1","BO.EB","-13.6989631652832","-65.385612487793","513530","2.4","216195.6","215.3","20.8","14.5","0.8","2.1","4.3","8.1","14.5","27.8","100.4","358.2","847.9","1627.3"
"2020","BOL","68","Bolivia","La Paz","BOL.4_1","BO.LP","-16.406192779541","-68.1376419067383","3051786","23.8","128382.8","2358.5","464.7","1231.3","13.2","29.1","72.2","248.7","1231.3","3748.2","4410.5","5100.5","5718.7","6859.8"
"2020","BOL","68","Bolivia","Oruro","BOL.5_1","BO.OR","-18.2093868255615","-67.2116622924805","590974","11.9","49506.1","1130.1","184.6","636.1","4.3","8.2","17.7","81.3","636.1","1355.7","2270.4","2660.8","2827.1","3122.1"
"2020","BOL","68","Bolivia","Pando","BOL.6_1","BO.PA","-11.1343374252319","-67.8621139526367","192258","3.0","63286.5","450.2","31.8","16.5","1.1","2.4","4.1","6.9","16.5","54.2","285.7","1031.8","2005.1","2325.2"
"2020","BOL","68","Bolivia","Potosí","BOL.7_1","BO.PO","-19.6431884765625","-65.9616546630859","926825","7.7","119620.5","444.1","47.6","26.7","4.6","8.9","13.4","18.7","26.7","43.5","99.0","409.9","1981.0","3712.1"
"2020","BOL","68","Bolivia","Santa Cruz","BOL.8_1","BO.SC","-17.7009048461914","-62.9569129943848","3195079","9.0","355702.1","1883.0","389.1","1101.8","5.2","22.9","134.8","470.3","1101.8","2707.2","3765.0","4026.9","4341.6","5145.4"
"2020","BOL","68","Bolivia","Tarija","BOL.9_1","BO.TR","-21.6645317077637","-64.2691345214844","563407","15.1","37378.1","547.6","109.6","127.4","5.2","11.5","23.4","52.7","127.4","303.5","570.5","1205.6","2065.9","2312.5"
"2020","BIH","70","Bosnia and Herzegovina","Brcko","BIH.1_1","BA.BR","44.8374214172363","18.7261791229248","117005","231.2","506.0","458.8","330.1","333.1","105.6","136.5","176.5","240.1","333.1","471.8","673.1","852.8","1007.9","1235.0"
"2020","BIH","70","Bosnia and Herzegovina","Federacija Bosna i Hercegovina","BIH.2_1","BA.BF","44.1852912902832","17.8540382385254","2103952","82.5","25496.4","873.0","281.2","275.0","38.9","78.1","126.0","188.3","275.0","416.5","647.4","947.5","2610.6","12139.2"
"2020","BIH","70","Bosnia and Herzegovina","Repuplika Srpska","BIH.3_1","BA.SR","44.564754486084","17.9445667266846","1059857","43.0","24664.4","279.4","120.7","117.3","19.2","35.0","53.5","79.2","117.3","180.6","306.1","505.9","785.1","1616.6"
"2020","BWA","72","Botswana","Central","BWA.1_1","BW.CE","-21.7824325561523","26.7431888580322","662139","4.5","146866.4","65.5","14.2","9.9","1.6","2.5","4.0","6.3","9.9","17.4","36.9","106.6","238.8","1950.9"
"2020","BWA","72","Botswana","Chobe","BWA.2_1","BW.CH","-18.2753009796143","24.9100570678711","28447","1.4","21015.4","23.4","3.8","2.2","0.5","0.7","0.9","1.2","2.2","3.7","8.1","26.7","105.7","219.3"
"2020","BWA","72","Botswana","Francistown","BWA.3_1","BW.FR","-21.1746559143066","27.5091514587402","93799","1008.4","93.0","1469.0","1347.4","1550.8","860.7","1062.6","1235.4","1398.7","1550.8","1695.7","1824.1","1902.9","1954.3","2154.4"
"2020","BWA","72","Botswana","Gaborone","BWA.4_1","BW.GB","-24.6288223266602","25.9238319396973","166272","598.5","277.8","725.3","677.1","812.3","372.6","516.6","632.0","738.1","812.3","852.5","877.5","909.0","937.7","1057.3"
"2020","BWA","72","Botswana","Ghanzi","BWA.5_1","BW.GH","-22.2197494506836","21.4040050506592","54631","0.5","114695.1","4.9","1.3","0.9","0.5","0.5","0.6","0.7","0.9","1.3","2.0","2.5","5.7","118.3"
"2020","BWA","72","Botswana","Jwaneng","BWA.6_1","BW.JW","-24.6050395965576","24.7319393157959","791","56.3","14.1","61.8","59.7","65.6","43.6","50.5","56.8","61.4","65.6","67.6","70.0","72.8","77.6","82.9"
"2020","BWA","72","Botswana","Kgalagadi","BWA.7_1","BW.KG","-25.031192779541","22.1646614074707","58280","0.6","105339.3","6.4","1.3","0.8","0.3","0.4","0.5","0.6","0.8","1.2","1.8","3.1","10.7","124.8"
"2020","BWA","72","Botswana","Kgatleng","BWA.8_1","BW.KL","-24.3479652404785","26.1981639862061","109188","13.9","7829.0","173.7","61.1","103.6","4.2","8.0","16.3","39.9","103.6","208.9","292.9","363.2","441.2","572.4"
"2020","BWA","72","Botswana","Kweneng","BWA.9_1","BW.KW","-24.185567855835","25.6165504455566","383251","10.4","37011.1","391.3","89.5","91.9","6.1","14.1","28.2","53.2","91.9","154.8","302.3","952.5","1375.4","2036.2"
"2020","BWA","72","Botswana","Lobatse","BWA.10_1","BW.LB","-25.2156524658203","25.68483543396","38505","1614.2","23.9","1739.9","1678.2","1738.1","1169.3","1322.3","1453.9","1610.5","1738.1","1812.1","1889.0","2145.3","2488.1","2645.8"
"2020","BWA","72","Botswana","North-East","BWA.11_1","BW.NE","-21.0092353820801","27.5327320098877","89781","17.1","5250.2","298.1","62.8","46.3","6.2","10.1","15.6","25.9","46.3","93.6","180.2","614.0","1149.3","2049.3"
"2020","BWA","72","Botswana","North-West","BWA.12_1","BW.NC","-19.5758800506592","22.9588851928711","178047","1.6","111507.2","32.1","4.2","2.1","0.7","0.9","1.2","1.5","2.1","3.6","7.0","20.3","144.1","375.9"
"2020","BWA","72","Botswana","Selibe Phikwe","BWA.13_1","BW.SP","-21.9835166931152","27.8459892272949","37885","818.3","46.3","1710.2","1375.9","1782.3","454.1","908.5","1307.3","1588.4","1782.3","1987.4","2328.5","2538.1","2731.2","3029.3"
"2020","BWA","72","Botswana","South-East","BWA.14_1","BW.SR","-24.9841766357422","25.7810344696045","211008","124.5","1694.3","459.2","259.7","300.8","49.3","88.5","133.8","202.4","300.8","434.0","559.6","766.7","1105.7","2554.8"
"2020","BWA","72","Botswana","Southern","BWA.15_1","BW.SO","-25.1584606170654","25.2144584655762","239341","8.7","27396.7","159.7","48.8","45.8","4.7","10.2","17.4","30.5","45.8","88.9","187.5","312.9","530.6","1080.2"
"2020","BWA","72","Botswana","Sowa","BWA.16_1","BW.ST","-20.5636386871338","26.2237300872803","251","56.2","4.5","57.1","56.6","54.2","49.4","50.7","51.5","52.6","54.2","56.1","61.7","67.3","68.8","70.8"
"2020","BLZ","84","Belize","Belize","BLZ.1_1","BZ.BZ","17.5283527374268","-88.3368759155273","127421","39.3","3243.5","413.5","123.3","100.3","16.7","23.9","31.8","51.7","100.3","215.5","427.8","870.1","1495.9","2026.8"
"2020","BLZ","84","Belize","Cayo","BLZ.2_1","BZ.CY","17.1568260192871","-88.9050827026367","94202","17.7","5309.8","144.1","47.5","32.2","9.1","12.3","16.1","22.5","32.2","60.3","118.6","266.3","523.0","874.0"
"2020","BLZ","84","Belize","Corozal","BLZ.3_1","BZ.CZ","18.3253898620605","-88.3749847412109","52252","27.5","1903.1","193.9","79.0","76.5","11.8","21.3","32.1","46.1","76.5","131.5","214.9","358.2","632.0","1041.4"
"2020","BLZ","84","Belize","Orange Walk","BLZ.4_1","BZ.OW","17.91819190979","-88.703498840332","43889","9.6","4576.4","61.6","20.3","12.9","4.6","6.6","7.8","9.5","12.9","18.6","35.1","101.3","237.4","445.6"
"2020","BLZ","84","Belize","Stann Creek","BLZ.5_1","BZ.SC","16.8372840881348","-88.3839874267578","44848","19.2","2333.1","88.5","36.9","28.5","9.8","15.2","18.1","21.9","28.5","38.3","61.5","110.9","245.8","961.0"
"2020","BLZ","84","Belize","Toledo","BLZ.6_1","BZ.TO","16.2976665496826","-88.8125228881836","35006","7.9","4409.9","31.7","13.3","10.8","3.3","6.0","7.6","8.9","10.8","14.2","18.6","28.6","65.5","519.6"
"2020","SLB","90","Solomon Islands","Central","SLB.1_1","SB.CN","-9.07959842681885","159.918426513672","32582","45.8","711.7","378.1","132.5","133.3","18.7","37.8","61.3","92.1","133.3","193.9","286.4","469.1","956.0","6484.9"
"2020","SLB","90","Solomon Islands","Choiseul","SLB.2_1","SB.CH","-6.96137094497681","156.868392944336","36325","10.7","3407.8","191.1","40.2","37.2","4.1","6.9","11.8","21.1","37.2","64.0","116.2","211.8","533.9","4037.6"
"2020","SLB","90","Solomon Islands","Guadalcanal","SLB.3_1","SB.GU","-9.54872512817383","160.144012451172","151034","27.9","5415.6","734.9","134.0","127.1","12.9","29.6","52.2","83.9","127.1","206.0","341.4","622.9","1343.9","28788.8"
"2020","SLB","90","Solomon Islands","Honiara","SLB.4_1","SB.CT","-9.43900108337402","159.981109619141","92234","3524.4","26.2","6897.9","5345.9","6012.3","1728.5","2857.8","3991.8","5071.6","6012.3","7285.6","8772.0","10251.4","12330.0","29629.5"
"2020","SLB","90","Solomon Islands","Isabel","SLB.5_1","SB.IS","-8.18355560302734","159.458053588867","34870","8.0","4383.0","213.5","46.5","47.0","4.5","9.0","16.0","27.9","47.0","78.1","128.5","244.4","581.0","4920.4"
"2020","SLB","90","Solomon Islands","Makira Ulawa","SLB.6_1","SB.MK","-10.4422521591187","161.837951660156","55001","16.7","3292.4","363.2","71.4","72.4","7.3","13.8","26.0","44.4","72.4","111.2","178.4","314.2","752.0","7636.9"
"2020","SLB","90","Solomon Islands","Malaita","SLB.7_1","SB.ML","-8.76550769805908","160.87760925293","158824","36.5","4353.9","671.5","140.2","132.4","17.6","35.4","57.6","87.0","132.4","204.7","324.3","553.5","1172.9","43938.0"
"2020","SLB","90","Solomon Islands","Rennell and Bellona","SLB.8_1","SB.RB","-11.5355176925659","160.095611572266","4053","5.7","712.1","56.5","20.7","27.2","2.1","4.4","9.2","16.7","27.2","37.3","51.0","97.8","136.3","688.0"
"2020","SLB","90","Solomon Islands","Temotu","SLB.9_1","SB.TE","-10.7644786834717","166.293960571289","24829","26.8","926.6","279.5","110.5","127.9","15.5","32.5","56.4","85.2","127.9","181.8","263.8","397.3","660.0","3194.8"
"2020","SLB","90","Solomon Islands","Western","SLB.10_1","SB.WE","-8.13192939758301","157.095458984375","97120","16.7","5824.4","475.8","101.9","99.1","9.1","20.9","37.6","63.0","99.1","158.7","282.7","528.1","1294.6","9706.2"
"2020","VGB","92","British Virgin Islands","Anegada","VGB.1_1","NA","18.7283763885498","-64.3466796875","294","7.3","40.4","11.7","9.5","10.9","3.6","5.2","7.2","9.2","10.9","12.6","13.8","15.7","20.4","39.7"
"2020","VGB","92","British Virgin Islands","Jost Van Dyke","VGB.2_1","NA","18.4447650909424","-64.7487640380859","317","23.4","13.6","34.3","29.8","32.8","14.6","17.6","21.4","27.0","32.8","38.5","45.1","48.9","58.4","70.9"
"2020","VGB","92","British Virgin Islands","Other Islands","VGB.3_1","NA","18.3563385009766","-64.5552139282227","26","1.5","17.5","1.9","1.7","1.7","0.9","1.1","1.3","1.5","1.7","1.9","2.0","2.3","3.7","5.2"
"2020","VGB","92","British Virgin Islands","Tortola","VGB.4_1","NA","18.4237098693848","-64.6197967529297","25297","303.0","83.5","507.8","444.0","520.5","201.8","282.7","383.6","459.7","520.5","576.5","622.4","686.8","789.2","1069.6"
"2020","VGB","92","British Virgin Islands","Virgin Gorda","VGB.5_1","NA","18.4606533050537","-64.4176559448242","4300","132.5","32.5","382.9","267.8","333.4","65.6","102.8","165.0","239.9","333.4","544.0","624.0","672.4","708.4","763.9"
"2020","BRN","96","Brunei","Belait","BRN.1_1","BN.BE","4.5993070602417","114.304908752441","62824","22.0","2856.8","647.5","392.6","442.9","115.3","205.3","276.8","338.2","442.9","642.8","747.0","946.2","1656.7","2264.1"
"2020","BRN","96","Brunei","Brunei and Muara","BRN.2_1","BN.BM","4.91756296157837","114.920471191406","319022","608.4","524.4","1532.3","962.5","1027.0","318.4","483.5","637.6","827.5","1027.0","1223.8","1417.1","1696.5","2716.3","21666.7"
"2020","BRN","96","Brunei","Temburong","BRN.3_1","BN.TE","4.66796731948853","115.100509643555","8710","6.9","1267.1","155.8","62.7","92.5","4.3","19.9","39.1","65.0","92.5","129.8","186.1","285.0","421.0","962.7"
"2020","BRN","96","Brunei","Tutong","BRN.4_1","BN.TU","4.7682580947876","114.679039001465","46924","41.6","1129.0","247.0","146.2","178.5","28.7","66.7","105.6","145.3","178.5","215.0","265.3","370.7","586.1","1007.4"
"2020","BGR","100","Bulgaria","Blagoevgrad","BGR.1_1","BG.BL","41.7215003967285","23.3794116973877","308444","46.7","6599.7","361.2","145.6","184.7","15.7","28.0","53.6","104.2","184.7","298.9","437.3","657.4","1029.9","1749.2"
"2020","BGR","100","Bulgaria","Burgas","BGR.2_1","BG.BR","42.5702896118164","27.377857208252","408942","53.9","7589.2","618.3","234.2","318.9","19.4","46.3","92.4","182.6","318.9","475.3","773.4","1342.5","1875.6","2211.2"
"2020","BGR","100","Bulgaria","Dobrich","BGR.3_1","BG.DO","43.5952301025391","27.8664836883545","169278","36.1","4685.2","203.1","92.3","96.2","15.3","25.7","41.5","63.3","96.2","149.5","224.7","343.1","608.3","1151.2"
"2020","BGR","100","Bulgaria","Gabrovo","BGR.4_1","BG.GB","42.9222412109375","25.282154083252","106148","47.9","2215.1","186.9","107.2","138.6","18.5","35.6","58.4","93.5","138.6","176.6","224.1","315.8","483.9","723.8"
"2020","BGR","100","Bulgaria","Grad Sofiya","BGR.5_1","BG.SG","42.6953773498535","23.3628616333008","1410749","1068.7","1320.1","2116.6","1764.4","2376.7","685.6","1130.3","1607.0","2028.6","2376.7","2649.2","2840.9","2979.3","3150.0","3540.7"
"2020","BGR","100","Bulgaria","Haskovo","BGR.6_1","BG.KK","41.9190559387207","25.7561206817627","221121","41.7","5305.7","273.3","122.5","151.5","15.1","30.1","54.0","93.6","151.5","228.3","324.8","464.1","743.2","1221.2"
"2020","BGR","100","Bulgaria","Kardzhali","BGR.7_1","BG.KZ","41.5668754577637","25.4008922576904","143361","46.1","3108.9","266.4","105.2","92.5","17.8","26.5","36.4","54.7","92.5","143.7","287.8","461.0","890.4","1367.6"
"2020","BGR","100","Bulgaria","Kyustendil","BGR.8_1","BG.KY","42.2737808227539","22.9184513092041","116946","37.8","3091.9","287.1","129.9","168.8","15.4","31.0","59.7","103.4","168.8","252.3","356.9","564.5","821.9","1134.1"
"2020","BGR","100","Bulgaria","Lovech","BGR.9_1","BG.LV","43.0608558654785","24.5725231170654","119854","28.3","4228.6","132.9","64.4","69.1","10.3","17.6","28.3","44.4","69.1","108.5","159.1","228.7","378.5","665.0"
"2020","BGR","100","Bulgaria","Montana","BGR.10_1","BG.MT","43.5165328979492","23.220193862915","122853","33.3","3687.6","218.2","90.7","95.7","12.5","21.1","36.0","59.3","95.7","154.3","238.8","387.4","705.6","960.7"
"2020","BGR","100","Bulgaria","Pazardzhik","BGR.11_1","BG.PZ","42.1720161437988","24.2148914337158","247285","57.7","4282.7","323.2","162.2","211.7","21.2","41.3","80.4","141.7","211.7","295.6","411.0","614.0","867.3","1263.5"
"2020","BGR","100","Bulgaria","Pernik","BGR.12_1","BG.PN","42.5893249511719","23.025951385498","120370","50.6","2378.8","392.5","190.6","294.2","20.0","47.6","99.5","178.2","294.2","410.4","542.3","780.6","974.9","1253.1"
"2020","BGR","100","Bulgaria","Pleven","BGR.13_1","BG.PV","43.4433860778809","24.5911140441895","236629","52.3","4521.2","306.7","143.2","174.0","18.0","36.1","67.8","114.5","174.0","250.2","366.2","534.3","912.7","1223.3"
"2020","BGR","100","Bulgaria","Plovdiv","BGR.14_1","BG.PD","42.1772613525391","24.7910594940186","654744","104.0","6294.2","2354.8","737.4","1279.0","39.6","102.9","210.4","396.0","1279.0","3776.4","4571.7","4933.2","5325.2","6055.2"
"2020","BGR","100","Bulgaria","Razgrad","BGR.15_1","BG.RG","43.6398506164551","26.5871677398682","104860","39.7","2640.7","153.0","78.5","76.4","14.6","24.0","35.5","53.4","76.4","112.3","179.0","281.3","430.1","720.0"
"2020","BGR","100","Bulgaria","Ruse","BGR.16_1","BG.RS","43.7907676696777","26.0165405273438","210500","75.6","2783.9","656.2","310.2","480.9","27.3","75.5","158.5","277.1","480.9","799.9","1090.6","1329.6","1506.2","1705.4"
"2020","BGR","100","Bulgaria","Shumen","BGR.17_1","BG.SH","43.310661315918","26.9971790313721","161437","45.0","3586.3","233.3","107.6","112.8","17.5","30.1","48.5","70.7","112.8","169.2","251.5","423.5","702.4","1077.0"
"2020","BGR","100","Bulgaria","Silistra","BGR.18_1","BG.SI","43.9776802062988","27.0711040496826","102257","37.1","2755.9","214.3","91.0","88.7","13.7","23.4","37.6","56.7","88.7","148.1","219.3","383.7","660.2","1144.4"
"2020","BGR","100","Bulgaria","Sliven","BGR.19_1","BG.SL","42.6318244934082","26.2642841339111","180287","52.7","3419.3","264.5","127.9","150.4","18.3","33.0","55.8","93.3","150.4","229.6","314.6","474.0","788.9","1089.5"
"2020","BGR","100","Bulgaria","Smolyan","BGR.20_1","BG.SM","41.5762710571289","24.7426700592041","107316","32.3","3320.5","164.8","69.9","59.4","12.2","18.4","28.9","42.2","59.4","93.1","156.6","290.4","551.7","854.1"
"2020","BGR","100","Bulgaria","Sofia","BGR.21_1","BG.SF","42.6935081481934","23.6137256622314","226374","32.0","7076.2","152.8","74.7","88.8","11.3","18.4","32.8","56.1","88.8","131.0","188.0","264.0","396.3","880.7"
"2020","BGR","100","Bulgaria","Stara Zagora","BGR.22_1","BG.SZ","42.434455871582","25.5849723815918","302853","60.3","5020.8","336.9","166.3","203.2","24.0","46.3","78.6","132.5","203.2","292.8","410.2","632.9","957.6","1289.4"
"2020","BGR","100","Bulgaria","Targovishte","BGR.23_1","BG.TU","43.2598495483398","26.4336948394775","107400","42.8","2508.4","164.7","86.2","87.6","17.0","28.2","40.5","60.2","87.6","121.0","182.4","293.2","467.0","786.0"
"2020","BGR","100","Bulgaria","Varna","BGR.24_1","BG.VN","43.2108039855957","27.8220748901367","487102","133.8","3640.1","1784.8","812.6","1943.5","46.8","153.5","429.6","1079.8","1943.5","2524.6","2903.2","3339.3","3534.8","3895.7"
"2020","BGR","100","Bulgaria","Veliko Tarnovo","BGR.25_1","BG.VT","43.2132720947266","25.6081867218018","230793","49.3","4677.2","231.0","122.7","156.4","17.6","34.3","61.3","103.9","156.4","219.3","309.9","433.3","578.9","903.0"
"2020","BGR","100","Bulgaria","Vidin","BGR.26_1","BG.VD","43.9279518127441","22.7938060760498","80454","27.3","2943.5","200.9","89.6","128.6","9.0","19.8","37.3","70.4","128.6","192.5","272.2","412.0","530.9","711.3"
"2020","BGR","100","Bulgaria","Vratsa","BGR.27_1","BG.VR","43.383602142334","23.7076206207275","147460","39.0","3776.4","216.8","99.2","116.0","13.2","24.6","43.6","73.1","116.0","177.1","251.8","369.5","605.2","1023.4"
"2020","BGR","100","Bulgaria","Yambol","BGR.28_1","BG.YA","42.4236831665039","26.5360870361328","112615","33.3","3379.3","760.2","229.7","400.8","9.7","27.8","74.7","165.7","400.8","766.1","1340.0","1818.6","1970.9","2134.4"
"2020","MMR","104","Myanmar","Ayeyarwady","MMR.1_1","MM.AY","16.8550643920898","95.2250518798828","6469570","196.0","33012.2","580.2","303.1","275.5","106.4","143.2","179.0","220.2","275.5","343.0","431.6","574.5","962.3","21600.6"
"2020","MMR","104","Myanmar","Bago","MMR.2_1","MM.BA","18.1889514923096","96.1288528442383","5194699","136.1","38165.2","771.1","297.2","239.9","86.9","128.2","155.2","189.2","239.9","325.1","455.2","720.3","1820.0","16401.1"
"2020","MMR","104","Myanmar","Chin","MMR.3_1","MM.CH","22.4353466033936","93.5740585327148","606318","16.4","36882.6","72.8","26.7","20.2","7.9","10.8","13.5","16.4","20.2","25.8","35.4","58.3","161.1","3132.2"
"2020","MMR","104","Myanmar","Kachin","MMR.4_1","MM.KC","25.2704010009766","96.9859466552734","2019138","22.8","88533.5","817.3","122.4","105.0","11.5","24.3","41.8","67.4","105.0","158.7","274.5","616.0","2010.4","17120.4"
"2020","MMR","104","Myanmar","Kayah","MMR.5_1","MM.KH","19.5012130737305","97.2206726074219","314435","26.9","11673.2","920.2","134.3","111.1","11.8","22.4","40.7","69.9","111.1","173.2","315.0","778.2","3556.9","13763.8"
"2020","MMR","104","Myanmar","Kayin","MMR.6_1","MM.KN","16.8077621459961","97.9157638549805","1617531","54.0","29944.5","577.2","139.9","131.6","26.4","43.4","67.2","97.9","131.6","168.7","216.7","348.8","966.1","18589.7"
"2020","MMR","104","Myanmar","Magway","MMR.7_1","MM.MG","20.5205059051514","94.9602890014648","3957097","90.6","43667.2","495.3","169.3","132.2","44.9","65.5","85.1","106.5","132.2","170.3","237.8","405.2","1076.2","12960.1"
"2020","MMR","104","Myanmar","Mandalay","MMR.8_1","MM.MD","21.4599151611328","95.966423034668","6611702","183.2","36083.8","3864.3","705.6","413.2","83.7","125.8","174.4","248.7","413.2","848.5","2377.1","6333.7","14538.9","39037.5"
"2020","MMR","104","Myanmar","Mon","MMR.9_1","MM.MO","16.4622611999512","97.5433120727539","2019982","174.9","11546.5","1278.7","385.3","268.8","84.5","125.2","157.2","197.5","268.8","401.4","685.1","1334.3","3529.1","25639.4"
"2020","MMR","104","Myanmar","Naypyitaw","MMR.10_1","MM.NY","19.7229461669922","96.107536315918","56705","410.2","138.2","798.6","585.0","587.8","218.8","299.0","368.4","470.3","587.8","736.0","939.1","1232.0","1711.9","4603.7"
"2020","MMR","104","Myanmar","Rakhine","MMR.11_1","MM.RA","19.8814506530762","93.437126159668","1994726","56.4","35361.8","352.1","123.8","130.3","25.1","47.2","70.6","97.5","130.3","162.6","205.4","277.3","510.5","10987.8"
"2020","MMR","104","Myanmar","Sagaing","MMR.12_1","MM.SA","23.0354385375977","95.32666015625","5948562","62.9","94583.7","642.4","165.4","141.9","28.3","52.0","80.1","108.8","141.9","189.3","263.6","474.3","1364.4","20053.8"
"2020","MMR","104","Myanmar","Shan","MMR.13_1","MM.SH","21.7899742126465","97.9027252197266","6987573","44.9","155699.5","763.3","125.5","91.2","18.7","29.7","43.9","64.2","91.2","131.1","209.1","479.8","1985.0","20312.8"
"2020","MMR","104","Myanmar","Tanintharyi","MMR.14_1","MM.TN","12.72092628479","98.5436019897461","1552120","37.1","41831.6","1206.0","129.7","95.7","16.1","31.2","48.1","67.8","95.7","135.0","209.8","427.4","2580.2","33329.8"
"2020","MMR","104","Myanmar","Yangon","MMR.15_1","MM.YA","16.8802757263184","96.1599426269531","9059629","962.8","9409.4","14275.3","5325.2","9486.1","270.5","742.8","2786.9","5923.0","9486.1","13457.5","18217.1","24089.5","34053.8","88894.0"
"2020","BDI","108","Burundi","Bubanza","BDI.1_1","BI.BB","-3.13670563697815","29.4013538360596","442318","419.3","1054.9","720.1","519.9","450.5","236.7","297.6","343.7","394.8","450.5","524.7","629.8","818.6","1598.6","7577.1"
"2020","BDI","108","Burundi","Bujumbura Mairie","BDI.2_1","BI.BM","-3.37370681762695","29.3699493408203","937881","7697.4","121.8","25263.9","14648.7","14030.2","3376.8","5346.6","7080.5","9272.9","14030.2","21475.7","39863.3","49344.0","56914.2","98288.1"
"2020","BDI","108","Burundi","Bujumbura Rural","BDI.3_1","BI.BU","-3.45490574836731","29.4243927001953","812757","697.8","1164.8","1200.2","896.2","851.1","321.2","512.0","648.0","746.2","851.1","997.2","1239.1","1560.6","2293.7","8638.3"
"2020","BDI","108","Burundi","Bururi","BDI.4_1","BI.BR","-3.90201854705811","29.5763874053955","891446","371.2","2401.6","810.3","497.8","387.0","202.0","239.7","276.6","325.5","387.0","465.1","651.6","1082.8","2039.8","11022.9"
